,tweet,sarcastic
322,just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1
323,Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1
324,"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1
325,yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1
326,everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1
327,Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1
328,every date I go on I get a little scared will be phone swap,1
329,Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1
330,"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",1
331,"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1
332,"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",1
333,@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1
334,was not aware that Crocs were appropriate business casual attire.,1
335,"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1
336,"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1
337,@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1
338,Replace Pelosi #Nancy,1
339,"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",1
340,@SrutisJay one of them smonks weed so it's super worth it /s,1
341,@Dancruz07 Sureeeeeee you do,1
342,"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1
343,Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1
344,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1
345,i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,1
346,It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1
347,"ah yes, of the course the summer rain pours when im on foot.",1
348,Keanu reeves is killing his role in ozark season 3,1
349,getting stopped by tesco security is the highlight of my day,1
350,Yay for being locked out of your own  house because you forgot your key,1
351,craving an ice pick lobotomy on this Friday afternoon,1
352,my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1
353,My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1
354,The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1
355,"@traves whoa! that's a little too crazy man, slow down",1
356,"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1
357,"No joke, air-fried Twisted Teas are THE BEST.",1
358,"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1
359,It would be nice if my body would let me sleep...,1
360,"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1
361,All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1
362,Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1
363,the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1
364,Love a good cry 👌🏻,1
365,Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,1
366,"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",1
367,it's too bad i forgot how to play my clarinet so close to my recital,1
368,"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1
369,@goldfishbabe101 crispy all day every day over here ✌🏻,1
370,@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1
371,Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1
372,"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",1
373,@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1
374,"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1
375,It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1
376,Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1
377,Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1
378,I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1
379,also that jacket he wore yesterday i’m gonna rip my eyes out :/,1
380,"@kagune_kun despicable tweet, my liege",1
381,Lovely day to be stuck at the mall with a dead battery.,1
382,"So now that it's not getting banned, should I download TikTok?",1
383,"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",1
384,I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1
385,somebody tell these birds to be quiet because they not listening to me,1
386,this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1
387,this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1
388,every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1
389,"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1
390,not to alarm anyone but i just saw spider-man by uta,1
391,Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1
392,Omg thank u for pointing out that I apologize too much 🙏,1
393,Imagine not liking football 🤣,1
394,@catboychika Aren't you happy I gave you less competition for ranking,1
395,"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",1
396,"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1
397,"Yay - snow day, I can work from home - oh wait....",1
398,"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",1
399,"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1
400,Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,1
401,If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,1
402,i hate it here ❤️❤️❤️❤️❤️,1
403,"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1
404,Love it wen people try and stop my friends seeing me! Looooolll.,1
405,2 x sand eating toddlers for sale. No previous owners. DM for details x,1
406,"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1
407,@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,1
408,"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",1
409,Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1
410,Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1
411,Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1
412,Anyone else hear some like thunder or something?,1
413,why is the weather having a mid life crisis,1
414,"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",1
415,When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,1
416,Cheers @ASOS delivery lady for dropping my parcel off covered in coffee 😒👌🏼 https://t.co/UzY4gJS9DE,1
417,"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1
418,I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1
419,"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",1
420,"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",1
421,"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",1
422,you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,1
423,the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,1
424,Always glad to live in Kent 🙈🙈,1
425,This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,1
426,"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",1
427,It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1
428,Just disposed of a dead opossum. Good morning!,1
429,"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",1
430,i hope u sleep maybe forever maybe not  lol,1
431,"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",1
432,it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,1
433,who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,1
434,where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,1
435,"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",1
436,"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1
437,"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",1
438,Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1
439,"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1
440,@cassieecote413 you can copy mine,1
441,"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1
442,First day of school and spectrum internet has already shit itself. Amazing,1
443,alllllll nighter. woohoo,1
444,"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",1
445,Every time I see an establishment with paper straws I turn a little bit Republican,1
446,Love that someone broke into my car this morning,1
447,I hate you so much @Eagles,1
448,So weird how Venmo hasn’t venmoed me yet really thought I was the one,1
449,I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,1
450,Joey the genius! I wish i was as brainy as him #towie,1
451,I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,1
452,imagine being able to sleep haha can’t relate,1
453,only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,1
454,Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1
455,Just gotta realize no ones interested in what I have to say 👌,1
456,nothing quite says hello 2020 like hypothermia 🥳,1
457,you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,1
458,"our lord and savior, frank ocean, has saved us all once again.",1
459,i stg i probably talk to my tv more than i do to actual people whoops rip social life,1
460,Will pessi sign for man city,1
461,Life is about eating chicken finger and getting drunk,1
462,I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,1
463,ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,1
464,my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,1
465,Death by Zara fitting room,1
466,Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,1
467,"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1
468,can't wait to cop tickets to see the cracker quartet,1
469,Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1
470,"employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",1
471,Who's ready for monsoon storms allllll weekend?!?!,1
472,Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,1
473,"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",1
474,Well. That went well. #BelgianGP,1
475,love waking up in a panic 🥴🥴,1
476,"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",1
477,don’t make me rewatch panic 🤨,1
478,pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1
479,"hello to all three of my followers, this is my big return to twitter",1
480,we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,1
481,Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,1
482,Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,1
483,"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",1
484,Mine and @livlawrencex snapchats are just stunning👌,1
485,They should just put a wall around the pitch to stop the ball going out,1
486,@32watto Neighbours,1
487,"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1
488,never drinking again,1
489,I reckon I could have put that in the net Morelos sir,1
490,what a great day to be stuck inside 🙃,1
491,Happy birthday to me!! I’m 30! 😭,1
492,Every time you complain about neopronouns or xenogenders we add five more,1
493,naming my son onickolas in honor of my love for @NICKIMINAJ,1
494,"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",1
495,@jabadgo @Nibellion Don’t run it on a school-provided laptop,1
496,gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,1
497,thinking about how no one is obsessed with me 💔,1
498,"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1
499,It was the jerseys,1
500,"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",1
501,@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1
502,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1
503,if jesus was resurrected again i would vote for him,1
504,"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",1
505,"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1
506,"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1
507,Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,1
508,cant wait to dance with harry styles and the delta variant at their concert in november!!,1
509,really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,1
510,It’s “let’s see how many crumbs I can find in scarf” szn.,1
511,"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",1
512,"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1
513,"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1
514,"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",1
515,I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,1
516,"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",1
517,I love when I learn about stuff I've apparently done and said from people😂,1
518,@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,1
519,How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1
520,people who say that they’re allergic to pineapple are pathological liars!!!!!!!,1
521,"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",1
522,Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,1
523,@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1
524,"""Should I wear my lime green pants?"" dad its 4th of july...",1
525,How does one find motivation to do basically anything? Asking for a friend.,1
526,Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,1
527,James Harden is allowed to travel every time he drives apparently,1
528,South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,1
529,do i like him or is his hair just curly??,1
530,“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,1
531,flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,1
532,My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1
533,Most people have security cameras for protection. Ours acts as a DVR,1
534,Is there a zombie apocalypse going on upper street,1
535,💫jsc bonding nights💫🥰🥳,1
536,tiktok's full name is tictactoetok,1
537,you ever completely embarrass yourself on zoom and decide to drop out of college?,1
538,thats it im packing my things and moving to italy see u all in a month xo,1
539,@kashirenaii i would never go to six flags with u,1
540,next person that puts beomsil on my tl has to deal w me crying on the floor,1
541,its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,1
542,just met the love of my life don't text,1
543,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,1
544,"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1
545,Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1
546,"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",1
547,@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,1
548,Good morning September... Hello tonsillitis :(,1
549,Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1
550,"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1
551,@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1
552,Just saw a cop riding a segway?!! So glad my taxes paid for that.,1
553,It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1
554,"""I can't wait to be a piece of shit with a bachelors degree""",1
555,Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1
556,@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,1
557,"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",1
558,"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1
559,Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,1
560,Having morning sickness when you're not actually pregnant is all the fun,1
561,They really said you can’t have nice weather AND no lockdown for your bday this year huh,1
562,“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️,1
563,Just had a flashback about a boy and nearly threw up in my mouth,1
564,@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,1
565,"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",1
566,Wow great album from Kanye. v John Cage 4’43 vibes x,1
567,"Just got in, how’d Liverpool get on?",1
568,Actually considering applying for the undateables,1
569,"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣",1
570,"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1
571,So excited to start this job!😊,1
572,"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",1
573,"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1
574,"I just read, ""oftenly"" and threw up in my mouth a little.",1
575,"I unsubscribe from being an adult, its not for me",1
576,i love siriusxm. siriusxm is my friend,1
577,"A whole 2% off for a single order, rejoice",1
578,Can’t wait to see Ed sheeran at tramlines tomoz x,1
579,"@kirkkorner ""But it's a deterrent"" 🙄",1
580,Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,1
581,@Torialou78 My excellent photography skills! :p lmao!!!,1
582,"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",1
583,Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,1
584,There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,1
585,Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,1
586,Just won 3 cents on HQ words...early retirement here I come 😍,1
587,Schadenfreude x,1
588,"Being a mom with an autoimmune disease means I am a grown ass woman that caught hand, foot, and mouth from my daughter. My Hashimotos sucks. Thanks for all the sicknesses I so graciously suffer and should not be suffering at 40.",1
589,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1
590,my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1
591,I'm just living off salads and yogurt and loving it tbh,1
592,💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,1
593,"You guys, how cool would a British version of Breaking Bad be?

Lol jk, they have universal health care so Walter White would never have to resort to cooking meth in a trailer to be able to fund his cancer treatment.",1
594,Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,1
595,2 minutes into the book and I already hate the main character. Lovely,1
596,i would rather be outside reed timmers car in f3 tornado winds than go to work today,1
597,"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1
598,I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,1
599,Happy birthday to me. I got pinged and can't leave the house 🥰🤡,1
600,"don't cry because it happened, smile because it's over &lt;3",1
601,@rickyberwick And you said Donald trump was racist 😑,1
602,so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,1
603,IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1
604,I really hate the new TikTok voice over voice - she sound annoying af,1
605,Mad how many cars they make now without indicators 🙃,1
606,my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,1
607,My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,1
608,Lil Pump is the Nelson Mandela of our generation,1
609,I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,1
610,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1
611,this time tomorrow i'll be dying at school Cannot Wait!,1
612,rewatching degrassi for the millionth time,1
613,Matt Hancock is a top shagger,1
614,I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1
615,"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1
616,Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,1
617,Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,1
618,Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,1
619,we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1
620,"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",1
621,"Get ready for the next big horror game this season, Slender Suburban Man",1
622,If I were the Red Sox I would simply play the Orioles more,1
623,Wow... the universe gave me the task of a potty training a whole human? the audacity.,1
624,@Mike_Fabricant This aged well,1
625,tanning in this heat is an extreme sport,1
626,Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,1
627,Jaegermeister did 9/11,1
628,"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1
629,Searching for Pokemon later because I hate myself haha !!!,1
630,do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1
631,"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1
632,good evening sharks. hooters but for feet.,1
633,Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,1
634,too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1
635,came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,1
636,No longer a female as I refuse to wear heels ever again,1
637,I changed out of my pajamas today and I think that’s really brave,1
638,I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1
639,omg my ships are gonna love what taylor swift has done for them,1
640,Can’t wait for those $2000 checks to go out immediately,1
641,"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",1
642,"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1
643,They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,1
644,Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,1
645,Why are the side effects of antidepressants so ✨scary✨,1
646,I like making food and then not eating it to assert my dominance,1
647,victoria has a crush on maluma,1
648,if i saw a capybara in person id probably throw up,1
649,"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",1
650,shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1
651,CLB cover art makes me want to pound my knees with a hammer.,1
652,virgos are leos in a vest,1
